latitude, longitude
47.19780, -120.17887
47.19780, -120.04226
47.19780, -119.90565
47.19780, -119.76905
47.19780, -119.63244
47.19780, -119.49583
47.19780, -119.35922
47.19780, -119.22262
47.19780, -119.08601
47.19780, -118.94940
47.19780, -118.81280
47.19780, -118.67619
47.19780, -118.53958
47.19780, -118.40298
47.19780, -118.26637
47.19780, -118.12976
47.19780, -117.99316
47.19780, -117.85655
47.19780, -117.71994
47.19780, -117.58334
47.19780, -117.44673
47.19780, -117.31012
47.19780, -117.17352
47.19780, -117.03691
47.19780, -116.90030
47.19780, -116.76370
47.19780, -116.62709
47.19780, -116.49048
47.19780, -116.35388
47.30596, -125.09671
47.30596, -124.96010
47.30596, -124.82350
47.30596, -124.68689
47.30596, -124.55028
47.30596, -124.41368
47.30596, -124.27707
47.30596, -124.14046
47.30596, -124.00386
47.30596, -123.86725
47.30596, -123.73064
47.30596, -123.59404
47.30596, -123.45743
47.30596, -123.32082
47.30596, -123.18422
47.30596, -123.04761
47.30596, -122.91100
47.30596, -122.77439
47.30596, -122.63779
47.30596, -122.50118
47.30596, -122.36457
47.30596, -122.22797
47.30596, -122.09136
47.30596, -121.95475
47.30596, -121.81815
47.30596, -121.68154
47.30596, -121.54493
47.30596, -121.40833
47.30596, -121.27172
47.30596, -121.13511
47.30596, -120.99851
47.30596, -120.86190
47.30596, -120.72529
47.30596, -120.58869
47.30596, -120.45208
47.30596, -120.31547
47.30596, -120.17887
47.30596, -120.04226
47.30596, -119.90565
47.30596, -119.76905
47.30596, -119.63244
47.30596, -119.49583
47.30596, -119.35922
47.30596, -119.22262
47.30596, -119.08601
47.30596, -118.94940
47.30596, -118.81280
47.30596, -118.67619
47.30596, -118.53958
47.30596, -118.40298
47.30596, -118.26637
47.30596, -118.12976
47.30596, -117.99316
47.30596, -117.85655
47.30596, -117.71994
47.30596, -117.58334
47.30596, -117.44673
47.30596, -117.31012
47.30596, -117.17352
47.30596, -117.03691
47.30596, -116.90030
47.30596, -116.76370
47.30596, -116.62709
47.30596, -116.49048
47.30596, -116.35388
47.41412, -125.09671
47.41412, -124.96010
47.41412, -124.82350
47.41412, -124.68689
47.41412, -124.55028
47.41412, -124.41368
47.41412, -124.27707
47.41412, -124.14046
47.41412, -124.00386
47.41412, -123.86725
47.41412, -123.73064
47.41412, -123.59404
47.41412, -123.45743
47.41412, -123.32082
47.41412, -123.18422
47.41412, -123.04761
47.41412, -122.91100
47.41412, -122.77439
47.41412, -122.63779
47.41412, -122.50118
47.41412, -122.36457
47.41412, -122.22797
47.41412, -122.09136
47.41412, -121.95475
47.41412, -121.81815
47.41412, -121.68154
47.41412, -121.54493
47.41412, -121.40833
47.41412, -121.27172
47.41412, -121.13511
47.41412, -120.99851
47.41412, -120.86190
47.41412, -120.72529
47.41412, -120.58869
47.41412, -120.45208
47.41412, -120.31547
47.41412, -120.17887
47.41412, -120.04226
47.41412, -119.90565
47.41412, -119.76905
47.41412, -119.63244
47.41412, -119.49583
47.41412, -119.35922
47.41412, -119.22262
47.41412, -119.08601
47.41412, -118.94940
47.41412, -118.81280
47.41412, -118.67619
47.41412, -118.53958
47.41412, -118.40298
47.41412, -118.26637
47.41412, -118.12976
47.41412, -117.99316
47.41412, -117.85655
47.41412, -117.71994
47.41412, -117.58334
47.41412, -117.44673
47.41412, -117.31012
47.41412, -117.17352
47.41412, -117.03691
47.41412, -116.90030
47.41412, -116.76370
47.41412, -116.62709
47.41412, -116.49048
47.41412, -116.35388
47.52228, -125.09671
47.52228, -124.96010
47.52228, -124.82350
47.52228, -124.68689
47.52228, -124.55028
47.52228, -124.41368
47.52228, -124.27707
47.52228, -124.14046
47.52228, -124.00386
47.52228, -123.86725
47.52228, -123.73064
47.52228, -123.59404
47.52228, -123.45743
47.52228, -123.32082
47.52228, -123.18422
47.52228, -123.04761
47.52228, -122.91100
47.52228, -122.77439
47.52228, -122.63779
47.52228, -122.50118
47.52228, -122.36457
47.52228, -122.22797
47.52228, -122.09136
47.52228, -121.95475
47.52228, -121.81815
47.52228, -121.68154
47.52228, -121.54493
47.52228, -121.40833
47.52228, -121.27172
47.52228, -121.13511
47.52228, -120.99851
47.52228, -120.86190
47.52228, -120.72529
47.52228, -120.58869
47.52228, -120.45208
47.52228, -120.31547
47.52228, -120.17887
47.52228, -120.04226
47.52228, -119.90565
47.52228, -119.76905
47.52228, -119.63244
47.52228, -119.49583
47.52228, -119.35922
47.52228, -119.22262
47.52228, -119.08601
47.52228, -118.94940
47.52228, -118.81280
47.52228, -118.67619
47.52228, -118.53958
47.52228, -118.40298
47.52228, -118.26637
47.52228, -118.12976
47.52228, -117.99316
47.52228, -117.85655
47.52228, -117.71994
47.52228, -117.58334
47.52228, -117.44673
47.52228, -117.31012
47.52228, -117.17352
47.52228, -117.03691
47.52228, -116.90030
47.52228, -116.76370
47.52228, -116.62709
47.52228, -116.49048
47.52228, -116.35388
47.63044, -125.09671
47.63044, -124.96010
47.63044, -124.82350
47.63044, -124.68689
47.63044, -124.55028
47.63044, -124.41368
47.63044, -124.27707
47.63044, -124.14046
47.63044, -124.00386
47.63044, -123.86725
47.63044, -123.73064
47.63044, -123.59404
47.63044, -123.45743
47.63044, -123.32082
47.63044, -123.18422
47.63044, -123.04761
47.63044, -122.91100
47.63044, -122.77439
47.63044, -122.63779
47.63044, -122.50118
47.63044, -122.36457
47.63044, -122.22797
47.63044, -122.09136
47.63044, -121.95475
47.63044, -121.81815
47.63044, -121.68154
47.63044, -121.54493
47.63044, -121.40833
47.63044, -121.27172
47.63044, -121.13511
47.63044, -120.99851
47.63044, -120.86190
47.63044, -120.72529
47.63044, -120.58869
47.63044, -120.45208
47.63044, -120.31547
47.63044, -120.17887
47.63044, -120.04226
47.63044, -119.90565
47.63044, -119.76905
47.63044, -119.63244
47.63044, -119.49583
47.63044, -119.35922
47.63044, -119.22262
47.63044, -119.08601
47.63044, -118.94940
47.63044, -118.81280
47.63044, -118.67619
47.63044, -118.53958
47.63044, -118.40298
47.63044, -118.26637
47.63044, -118.12976
47.63044, -117.99316
47.63044, -117.85655
47.63044, -117.71994
47.63044, -117.58334
47.63044, -117.44673
47.63044, -117.31012
47.63044, -117.17352
47.63044, -117.03691
47.63044, -116.90030
47.63044, -116.76370
47.63044, -116.62709
47.63044, -116.49048
47.63044, -116.35388
47.73860, -125.09671
47.73860, -124.96010
47.73860, -124.82350
47.73860, -124.68689
47.73860, -124.55028
47.73860, -124.41368
47.73860, -124.27707
47.73860, -124.14046
47.73860, -124.00386
47.73860, -123.86725
47.73860, -123.73064
47.73860, -123.59404
47.73860, -123.45743
47.73860, -123.32082
47.73860, -123.18422
47.73860, -123.04761
47.73860, -122.91100
47.73860, -122.77439
47.73860, -122.63779
47.73860, -122.50118
47.73860, -122.36457
47.73860, -122.22797
47.73860, -122.09136
47.73860, -121.95475
47.73860, -121.81815
47.73860, -121.68154
47.73860, -121.54493
47.73860, -121.40833
47.73860, -121.27172
47.73860, -121.13511
47.73860, -120.99851
47.73860, -120.86190
47.73860, -120.72529
47.73860, -120.58869
47.73860, -120.45208
47.73860, -120.31547
47.73860, -120.17887
47.73860, -120.04226
47.73860, -119.90565
47.73860, -119.76905
47.73860, -119.63244
47.73860, -119.49583
47.73860, -119.35922
47.73860, -119.22262
47.73860, -119.08601
47.73860, -118.94940
47.73860, -118.81280
47.73860, -118.67619
47.73860, -118.53958
47.73860, -118.40298
47.73860, -118.26637
47.73860, -118.12976
47.73860, -117.99316
47.73860, -117.85655
47.73860, -117.71994
47.73860, -117.58334
47.73860, -117.44673
47.73860, -117.31012
47.73860, -117.17352
47.73860, -117.03691
47.73860, -116.90030
47.73860, -116.76370
47.73860, -116.62709
47.73860, -116.49048
47.73860, -116.35388
47.84676, -125.09671
47.84676, -124.96010
47.84676, -124.82350
47.84676, -124.68689
47.84676, -124.55028
47.84676, -124.41368
47.84676, -124.27707
47.84676, -124.14046
47.84676, -124.00386
47.84676, -123.86725
47.84676, -123.73064
47.84676, -123.59404
47.84676, -123.45743
47.84676, -123.32082
47.84676, -123.18422
47.84676, -123.04761
47.84676, -122.91100
47.84676, -122.77439
47.84676, -122.63779
47.84676, -122.50118
47.84676, -122.36457
47.84676, -122.22797
47.84676, -122.09136
47.84676, -121.95475
47.84676, -121.81815
47.84676, -121.68154
47.84676, -121.54493
47.84676, -121.40833
47.84676, -121.27172
47.84676, -121.13511
47.84676, -120.99851
47.84676, -120.86190
47.84676, -120.72529
47.84676, -120.58869
47.84676, -120.45208
47.84676, -120.31547
47.84676, -120.17887
47.84676, -120.04226
47.84676, -119.90565
47.84676, -119.76905
47.84676, -119.63244
47.84676, -119.49583
47.84676, -119.35922
47.84676, -119.22262
47.84676, -119.08601
47.84676, -118.94940
47.84676, -118.81280
47.84676, -118.67619
47.84676, -118.53958
47.84676, -118.40298
47.84676, -118.26637
47.84676, -118.12976
47.84676, -117.99316
47.84676, -117.85655
47.84676, -117.71994
47.84676, -117.58334
47.84676, -117.44673
47.84676, -117.31012
47.84676, -117.17352
47.84676, -117.03691
47.84676, -116.90030
47.84676, -116.76370
47.84676, -116.62709
47.84676, -116.49048
47.84676, -116.35388
47.95492, -125.09671
47.95492, -124.96010
47.95492, -124.82350
47.95492, -124.68689
47.95492, -124.55028
47.95492, -124.41368
47.95492, -124.27707
47.95492, -124.14046
47.95492, -124.00386
47.95492, -123.86725
47.95492, -123.73064
47.95492, -123.59404
47.95492, -123.45743
47.95492, -123.32082
47.95492, -123.18422
47.95492, -123.04761
47.95492, -122.91100
47.95492, -122.77439
47.95492, -122.63779
47.95492, -122.50118
47.95492, -122.36457
47.95492, -122.22797
47.95492, -122.09136
47.95492, -121.95475
47.95492, -121.81815
47.95492, -121.68154
47.95492, -121.54493
47.95492, -121.40833
47.95492, -121.27172
47.95492, -121.13511
47.95492, -120.99851
47.95492, -120.86190
47.95492, -120.72529
47.95492, -120.58869
47.95492, -120.45208
47.95492, -120.31547
47.95492, -120.17887
47.95492, -120.04226
47.95492, -119.90565
47.95492, -119.76905
47.95492, -119.63244
47.95492, -119.49583
47.95492, -119.35922
47.95492, -119.22262
47.95492, -119.08601
47.95492, -118.94940
47.95492, -118.81280
47.95492, -118.67619
47.95492, -118.53958
47.95492, -118.40298
47.95492, -118.26637
47.95492, -118.12976
47.95492, -117.99316
47.95492, -117.85655
47.95492, -117.71994
47.95492, -117.58334
47.95492, -117.44673
47.95492, -117.31012
47.95492, -117.17352
47.95492, -117.03691
47.95492, -116.90030
47.95492, -116.76370
47.95492, -116.62709
47.95492, -116.49048
47.95492, -116.35388
48.06308, -125.09671
48.06308, -124.96010
48.06308, -124.82350
48.06308, -124.68689
48.06308, -124.55028
48.06308, -124.41368
48.06308, -124.27707
48.06308, -124.14046
48.06308, -124.00386
48.06308, -123.86725
48.06308, -123.73064
48.06308, -123.59404
48.06308, -123.45743
48.06308, -123.32082
48.06308, -123.18422
48.06308, -123.04761
48.06308, -122.91100
48.06308, -122.77439
48.06308, -122.63779
48.06308, -122.50118
48.06308, -122.36457
48.06308, -122.22797
48.06308, -122.09136
48.06308, -121.95475
48.06308, -121.81815
48.06308, -121.68154
48.06308, -121.54493
48.06308, -121.40833
48.06308, -121.27172
48.06308, -121.13511
48.06308, -120.99851
48.06308, -120.86190
48.06308, -120.72529
48.06308, -120.58869
48.06308, -120.45208
48.06308, -120.31547
48.06308, -120.17887
48.06308, -120.04226
48.06308, -119.90565
48.06308, -119.76905
48.06308, -119.63244
48.06308, -119.49583
48.06308, -119.35922
48.06308, -119.22262
48.06308, -119.08601
48.06308, -118.94940
48.06308, -118.81280
48.06308, -118.67619
48.06308, -118.53958
48.06308, -118.40298
48.06308, -118.26637
48.06308, -118.12976
48.06308, -117.99316
48.06308, -117.85655
48.06308, -117.71994
48.06308, -117.58334
48.06308, -117.44673
48.06308, -117.31012
48.06308, -117.17352
48.06308, -117.03691
48.06308, -116.90030
48.06308, -116.76370
48.06308, -116.62709
48.06308, -116.49048
48.06308, -116.35388
48.17124, -125.09671
48.17124, -124.96010
48.17124, -124.82350
48.17124, -124.68689
48.17124, -124.55028
48.17124, -124.41368
48.17124, -124.27707
48.17124, -124.14046
48.17124, -124.00386
48.17124, -123.86725
48.17124, -123.73064
48.17124, -123.59404
48.17124, -123.45743
48.17124, -123.32082
48.17124, -123.18422
48.17124, -123.04761
48.17124, -122.91100
48.17124, -122.77439
48.17124, -122.63779
48.17124, -122.50118
48.17124, -122.36457
48.17124, -122.22797
48.17124, -122.09136
48.17124, -121.95475
48.17124, -121.81815
48.17124, -121.68154
48.17124, -121.54493
48.17124, -121.40833
48.17124, -121.27172
48.17124, -121.13511
48.17124, -120.99851
48.17124, -120.86190
48.17124, -120.72529
48.17124, -120.58869
48.17124, -120.45208
48.17124, -120.31547
48.17124, -120.17887
48.17124, -120.04226
48.17124, -119.90565
48.17124, -119.76905
48.17124, -119.63244
48.17124, -119.49583
48.17124, -119.35922
48.17124, -119.22262
48.17124, -119.08601
48.17124, -118.94940
48.17124, -118.81280
48.17124, -118.67619
48.17124, -118.53958
48.17124, -118.40298
48.17124, -118.26637
48.17124, -118.12976
48.17124, -117.99316
48.17124, -117.85655
48.17124, -117.71994
48.17124, -117.58334
48.17124, -117.44673
48.17124, -117.31012
48.17124, -117.17352
48.17124, -117.03691
48.17124, -116.90030
48.17124, -116.76370
48.17124, -116.62709
48.17124, -116.49048
48.17124, -116.35388
48.27940, -125.09671
48.27940, -124.96010
48.27940, -124.82350
48.27940, -124.68689
48.27940, -124.55028
48.27940, -124.41368
48.27940, -124.27707
48.27940, -124.14046
48.27940, -124.00386
48.27940, -123.86725
48.27940, -123.73064
48.27940, -123.59404
48.27940, -123.45743
48.27940, -123.32082
48.27940, -123.18422
48.27940, -123.04761
48.27940, -122.91100
48.27940, -122.77439
48.27940, -122.63779
48.27940, -122.50118
48.27940, -122.36457
48.27940, -122.22797
48.27940, -122.09136
48.27940, -121.95475
48.27940, -121.81815
48.27940, -121.68154
48.27940, -121.54493
48.27940, -121.40833
48.27940, -121.27172
48.27940, -121.13511
48.27940, -120.99851
48.27940, -120.86190
48.27940, -120.72529
48.27940, -120.58869
48.27940, -120.45208
48.27940, -120.31547
48.27940, -120.17887
48.27940, -120.04226
48.27940, -119.90565
48.27940, -119.76905
48.27940, -119.63244
48.27940, -119.49583
48.27940, -119.35922
48.27940, -119.22262
48.27940, -119.08601
48.27940, -118.94940
48.27940, -118.81280
48.27940, -118.67619
48.27940, -118.53958
48.27940, -118.40298
48.27940, -118.26637
48.27940, -118.12976
48.27940, -117.99316
48.27940, -117.85655
48.27940, -117.71994
48.27940, -117.58334
48.27940, -117.44673
48.27940, -117.31012
48.27940, -117.17352
48.27940, -117.03691
48.27940, -116.90030
48.27940, -116.76370
48.27940, -116.62709
48.27940, -116.49048
48.27940, -116.35388
48.38756, -125.09671
48.38756, -124.96010
48.38756, -124.82350
48.38756, -124.68689
48.38756, -124.55028
48.38756, -124.41368
48.38756, -124.27707
48.38756, -124.14046
48.38756, -124.00386
48.38756, -123.86725
48.38756, -123.73064
48.38756, -123.59404
48.38756, -123.45743
48.38756, -123.32082
48.38756, -123.18422
48.38756, -123.04761
48.38756, -122.91100
48.38756, -122.77439
48.38756, -122.63779
48.38756, -122.50118
48.38756, -122.36457
48.38756, -122.22797
48.38756, -122.09136
48.38756, -121.95475
48.38756, -121.81815
48.38756, -121.68154
48.38756, -121.54493
48.38756, -121.40833
48.38756, -121.27172
48.38756, -121.13511
48.38756, -120.99851
48.38756, -120.86190
48.38756, -120.72529
48.38756, -120.58869
48.38756, -120.45208
48.38756, -120.31547
48.38756, -120.17887
48.38756, -120.04226
48.38756, -119.90565
48.38756, -119.76905
48.38756, -119.63244
48.38756, -119.49583
48.38756, -119.35922
48.38756, -119.22262
48.38756, -119.08601
48.38756, -118.94940
48.38756, -118.81280
48.38756, -118.67619
48.38756, -118.53958
48.38756, -118.40298
48.38756, -118.26637
48.38756, -118.12976
48.38756, -117.99316
48.38756, -117.85655
48.38756, -117.71994
48.38756, -117.58334
48.38756, -117.44673
48.38756, -117.31012
48.38756, -117.17352
48.38756, -117.03691
48.38756, -116.90030
48.38756, -116.76370
48.38756, -116.62709
48.38756, -116.49048
48.38756, -116.35388
48.49572, -125.09671
48.49572, -124.96010
48.49572, -124.82350
48.49572, -124.68689
48.49572, -124.55028
48.49572, -124.41368
48.49572, -124.27707
48.49572, -124.14046
48.49572, -124.00386
48.49572, -123.86725
48.49572, -123.73064
48.49572, -123.59404
48.49572, -123.45743
48.49572, -123.32082
48.49572, -123.18422
48.49572, -123.04761
48.49572, -122.91100
48.49572, -122.77439
48.49572, -122.63779
48.49572, -122.50118
48.49572, -122.36457
48.49572, -122.22797
48.49572, -122.09136
48.49572, -121.95475
48.49572, -121.81815
48.49572, -121.68154
48.49572, -121.54493
48.49572, -121.40833
48.49572, -121.27172
48.49572, -121.13511
48.49572, -120.99851
48.49572, -120.86190
48.49572, -120.72529
48.49572, -120.58869
48.49572, -120.45208
48.49572, -120.31547
48.49572, -120.17887
48.49572, -120.04226
48.49572, -119.90565
48.49572, -119.76905
48.49572, -119.63244
48.49572, -119.49583
48.49572, -119.35922
48.49572, -119.22262
48.49572, -119.08601
48.49572, -118.94940
48.49572, -118.81280
48.49572, -118.67619
48.49572, -118.53958
48.49572, -118.40298
48.49572, -118.26637
48.49572, -118.12976
48.49572, -117.99316
48.49572, -117.85655
48.49572, -117.71994
48.49572, -117.58334
48.49572, -117.44673
48.49572, -117.31012
48.49572, -117.17352
48.49572, -117.03691
48.49572, -116.90030
48.49572, -116.76370
48.49572, -116.62709
48.49572, -116.49048
48.49572, -116.35388
48.60387, -125.09671
48.60387, -124.96010
48.60387, -124.82350
48.60387, -124.68689
48.60387, -124.55028
48.60387, -124.41368
48.60387, -124.27707
48.60387, -124.14046
48.60387, -124.00386
48.60387, -123.86725
48.60387, -123.73064
48.60387, -123.59404
48.60387, -123.45743
48.60387, -123.32082
48.60387, -123.18422
48.60387, -123.04761
48.60387, -122.91100
48.60387, -122.77439
48.60387, -122.63779
48.60387, -122.50118
48.60387, -122.36457
48.60387, -122.22797
48.60387, -122.09136
48.60387, -121.95475
48.60387, -121.81815
48.60387, -121.68154
48.60387, -121.54493
48.60387, -121.40833
48.60387, -121.27172
48.60387, -121.13511
48.60387, -120.99851
48.60387, -120.86190
48.60387, -120.72529
48.60387, -120.58869
48.60387, -120.45208
48.60387, -120.31547
48.60387, -120.17887
48.60387, -120.04226
48.60387, -119.90565
48.60387, -119.76905
48.60387, -119.63244
48.60387, -119.49583
48.60387, -119.35922
48.60387, -119.22262
48.60387, -119.08601
48.60387, -118.94940
48.60387, -118.81280
48.60387, -118.67619
48.60387, -118.53958
48.60387, -118.40298
48.60387, -118.26637
48.60387, -118.12976
48.60387, -117.99316
48.60387, -117.85655
48.60387, -117.71994
48.60387, -117.58334
48.60387, -117.44673
48.60387, -117.31012
48.60387, -117.17352
48.60387, -117.03691
48.60387, -116.90030
48.60387, -116.76370
48.60387, -116.62709
48.60387, -116.49048
48.60387, -116.35388
48.71203, -125.09671
48.71203, -124.96010
48.71203, -124.82350
48.71203, -124.68689
48.71203, -124.55028
48.71203, -124.41368
48.71203, -124.27707
48.71203, -124.14046
48.71203, -124.00386
48.71203, -123.86725
48.71203, -123.73064
48.71203, -123.59404
48.71203, -123.45743
48.71203, -123.32082
48.71203, -123.18422
48.71203, -123.04761
48.71203, -122.91100
48.71203, -122.77439
48.71203, -122.63779
48.71203, -122.50118
48.71203, -122.36457
48.71203, -122.22797
48.71203, -122.09136
48.71203, -121.95475
48.71203, -121.81815
48.71203, -121.68154
48.71203, -121.54493
48.71203, -121.40833
48.71203, -121.27172
48.71203, -121.13511
48.71203, -120.99851
48.71203, -120.86190
48.71203, -120.72529
48.71203, -120.58869
48.71203, -120.45208
48.71203, -120.31547
48.71203, -120.17887
48.71203, -120.04226
48.71203, -119.90565
48.71203, -119.76905
48.71203, -119.63244
48.71203, -119.49583
48.71203, -119.35922
48.71203, -119.22262
48.71203, -119.08601
48.71203, -118.94940
48.71203, -118.81280
48.71203, -118.67619
48.71203, -118.53958
48.71203, -118.40298
48.71203, -118.26637
48.71203, -118.12976
48.71203, -117.99316
48.71203, -117.85655
48.71203, -117.71994
48.71203, -117.58334
48.71203, -117.44673
48.71203, -117.31012
48.71203, -117.17352
48.71203, -117.03691
48.71203, -116.90030
48.71203, -116.76370
48.71203, -116.62709
48.71203, -116.49048
48.71203, -116.35388
48.82019, -125.09671
48.82019, -124.96010
48.82019, -124.82350
48.82019, -124.68689
48.82019, -124.55028
48.82019, -124.41368
48.82019, -124.27707
48.82019, -124.14046
48.82019, -124.00386
48.82019, -123.86725
48.82019, -123.73064
48.82019, -123.59404
48.82019, -123.45743
48.82019, -123.32082
48.82019, -123.18422
48.82019, -123.04761
48.82019, -122.91100
48.82019, -122.77439
48.82019, -122.63779
48.82019, -122.50118
48.82019, -122.36457
48.82019, -122.22797
48.82019, -122.09136
48.82019, -121.95475
48.82019, -121.81815
48.82019, -121.68154
48.82019, -121.54493
48.82019, -121.40833
48.82019, -121.27172
48.82019, -121.13511
48.82019, -120.99851
48.82019, -120.86190
48.82019, -120.72529
48.82019, -120.58869
48.82019, -120.45208
48.82019, -120.31547
48.82019, -120.17887
48.82019, -120.04226
48.82019, -119.90565
48.82019, -119.76905
48.82019, -119.63244
48.82019, -119.49583
48.82019, -119.35922
48.82019, -119.22262
48.82019, -119.08601
48.82019, -118.94940
48.82019, -118.81280
48.82019, -118.67619
48.82019, -118.53958
48.82019, -118.40298
48.82019, -118.26637
48.82019, -118.12976
48.82019, -117.99316
48.82019, -117.85655
48.82019, -117.71994
48.82019, -117.58334
48.82019, -117.44673
48.82019, -117.31012
48.82019, -117.17352
48.82019, -117.03691
48.82019, -116.90030
48.82019, -116.76370
48.82019, -116.62709
48.82019, -116.49048
48.82019, -116.35388
48.92835, -125.09671
48.92835, -124.96010
48.92835, -124.82350
48.92835, -124.68689
48.92835, -124.55028
48.92835, -124.41368
48.92835, -124.27707
48.92835, -124.14046
48.92835, -124.00386
48.92835, -123.86725
48.92835, -123.73064
48.92835, -123.59404
48.92835, -123.45743
48.92835, -123.32082
48.92835, -123.18422
48.92835, -123.04761
48.92835, -122.91100
48.92835, -122.77439
48.92835, -122.63779
48.92835, -122.50118
48.92835, -122.36457
48.92835, -122.22797
48.92835, -122.09136
48.92835, -121.95475
48.92835, -121.81815
48.92835, -121.68154
48.92835, -121.54493
48.92835, -121.40833
48.92835, -121.27172
48.92835, -121.13511
48.92835, -120.99851
48.92835, -120.86190
48.92835, -120.72529
48.92835, -120.58869
48.92835, -120.45208
48.92835, -120.31547
48.92835, -120.17887
48.92835, -120.04226
48.92835, -119.90565
48.92835, -119.76905
48.92835, -119.63244
48.92835, -119.49583
48.92835, -119.35922
48.92835, -119.22262
48.92835, -119.08601
48.92835, -118.94940
48.92835, -118.81280
48.92835, -118.67619
48.92835, -118.53958
48.92835, -118.40298
48.92835, -118.26637
48.92835, -118.12976
48.92835, -117.99316
48.92835, -117.85655
48.92835, -117.71994
48.92835, -117.58334
48.92835, -117.44673
48.92835, -117.31012
48.92835, -117.17352
48.92835, -117.03691
48.92835, -116.90030
48.92835, -116.76370
48.92835, -116.62709
48.92835, -116.49048
48.92835, -116.35388
49.03651, -125.09671
49.03651, -124.96010
49.03651, -124.82350
49.03651, -124.68689
49.03651, -124.55028
49.03651, -124.41368
49.03651, -124.27707
49.03651, -124.14046
49.03651, -124.00386
49.03651, -123.86725
49.03651, -123.73064
49.03651, -123.59404
49.03651, -123.45743
49.03651, -123.32082
49.03651, -123.18422
49.03651, -123.04761
49.03651, -122.91100
49.03651, -122.77439
49.03651, -122.63779
49.03651, -122.50118
49.03651, -122.36457
49.03651, -122.22797
49.03651, -122.09136
49.03651, -121.95475
49.03651, -121.81815
49.03651, -121.68154
49.03651, -121.54493
49.03651, -121.40833
49.03651, -121.27172
49.03651, -121.13511
49.03651, -120.99851
49.03651, -120.86190
49.03651, -120.72529
49.03651, -120.58869
49.03651, -120.45208
49.03651, -120.31547
49.03651, -120.17887
49.03651, -120.04226
49.03651, -119.90565
49.03651, -119.76905
49.03651, -119.63244
49.03651, -119.49583
49.03651, -119.35922
49.03651, -119.22262
49.03651, -119.08601
49.03651, -118.94940
49.03651, -118.81280
49.03651, -118.67619
49.03651, -118.53958
49.03651, -118.40298
49.03651, -118.26637
49.03651, -118.12976
49.03651, -117.99316
49.03651, -117.85655
49.03651, -117.71994
49.03651, -117.58334
49.03651, -117.44673
49.03651, -117.31012
49.03651, -117.17352
49.03651, -117.03691
49.03651, -116.90030
49.03651, -116.76370
49.03651, -116.62709
49.03651, -116.49048
49.03651, -116.35388
49.14467, -125.09671
49.14467, -124.96010
49.14467, -124.82350
49.14467, -124.68689
49.14467, -124.55028
49.14467, -124.41368
49.14467, -124.27707
49.14467, -124.14046
49.14467, -124.00386
49.14467, -123.86725
49.14467, -123.73064
49.14467, -123.59404
49.14467, -123.45743
49.14467, -123.32082
49.14467, -123.18422
49.14467, -123.04761
49.14467, -122.91100
49.14467, -122.77439
49.14467, -122.63779
49.14467, -122.50118
49.14467, -122.36457
49.14467, -122.22797
49.14467, -122.09136
49.14467, -121.95475
49.14467, -121.81815
49.14467, -121.68154
49.14467, -121.54493
49.14467, -121.40833
49.14467, -121.27172
49.14467, -121.13511
49.14467, -120.99851
49.14467, -120.86190
49.14467, -120.72529
49.14467, -120.58869
49.14467, -120.45208
49.14467, -120.31547
49.14467, -120.17887
49.14467, -120.04226
49.14467, -119.90565
49.14467, -119.76905
49.14467, -119.63244
49.14467, -119.49583
49.14467, -119.35922
49.14467, -119.22262
49.14467, -119.08601
49.14467, -118.94940
49.14467, -118.81280
49.14467, -118.67619
49.14467, -118.53958
49.14467, -118.40298
49.14467, -118.26637
49.14467, -118.12976
49.14467, -117.99316
49.14467, -117.85655
49.14467, -117.71994
49.14467, -117.58334
49.14467, -117.44673
49.14467, -117.31012
49.14467, -117.17352
49.14467, -117.03691
49.14467, -116.90030
49.14467, -116.76370
49.14467, -116.62709
49.14467, -116.49048
49.14467, -116.35388
49.25283, -125.09671
49.25283, -124.96010
49.25283, -124.82350
49.25283, -124.68689
49.25283, -124.55028
49.25283, -124.41368
49.25283, -124.27707
49.25283, -124.14046
49.25283, -124.00386
49.25283, -123.86725
49.25283, -123.73064
49.25283, -123.59404
49.25283, -123.45743
49.25283, -123.32082
49.25283, -123.18422
49.25283, -123.04761
49.25283, -122.91100
49.25283, -122.77439
49.25283, -122.63779
49.25283, -122.50118
49.25283, -122.36457
49.25283, -122.22797
49.25283, -122.09136
49.25283, -121.95475
49.25283, -121.81815
49.25283, -121.68154
49.25283, -121.54493
49.25283, -121.40833
49.25283, -121.27172
49.25283, -121.13511
49.25283, -120.99851
49.25283, -120.86190
49.25283, -120.72529
49.25283, -120.58869
49.25283, -120.45208
49.25283, -120.31547
49.25283, -120.17887
49.25283, -120.04226
49.25283, -119.90565
49.25283, -119.76905
49.25283, -119.63244
49.25283, -119.49583
49.25283, -119.35922
49.25283, -119.22262
49.25283, -119.08601
49.25283, -118.94940
49.25283, -118.81280
49.25283, -118.67619
49.25283, -118.53958
49.25283, -118.40298
49.25283, -118.26637
49.25283, -118.12976
49.25283, -117.99316
49.25283, -117.85655
49.25283, -117.71994
49.25283, -117.58334
49.25283, -117.44673
49.25283, -117.31012
49.25283, -117.17352
49.25283, -117.03691
49.25283, -116.90030
49.25283, -116.76370
49.25283, -116.62709
49.25283, -116.49048
49.25283, -116.35388
49.36099, -125.09671
49.36099, -124.96010
49.36099, -124.82350
49.36099, -124.68689
49.36099, -124.55028
49.36099, -124.41368
49.36099, -124.27707
49.36099, -124.14046
